h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,label
0.03261144,0.119003154,0.14158548,0.120416656,0.084978215,0.11967625,0.17379306,0.09594966,0.27331012,0.6166221,0.64731526,0.12172919,0.018880308,0.010634897,0.006798257,0.0013798443,C
0.029046709,0.12201627,0.14402746,0.11719191,0.08345485,0.122518815,0.16935538,0.0933046,0.27468738,0.6287423,0.637252,0.11437769,0.017990869,0.010452795,0.0071025398,0.001474112,C
0.02648659,0.12954289,0.14994334,0.123694755,0.08384587,0.12689082,0.17228183,0.09496412,0.28666037,0.63863623,0.61350965,0.12627882,0.019074425,0.010574236,0.007378164,0.0014960333,C
0.029152347,0.13132243,0.15257078,0.12704538,0.08519876,0.13039859,0.17631695,0.10076721,0.28837556,0.62739134,0.6209245,0.11866237,0.019845495,0.0110861035,0.007424952,0.0013344384,C
0.029354021,0.1312217,0.15169092,0.12835123,0.087788686,0.12756526,0.1776277,0.09909972,0.2858856,0.62849724,0.6214919,0.116288394,0.019683255,0.011311037,0.0071420143,0.0014352374,C
0.029307896,0.13121867,0.15262677,0.12752526,0.08871025,0.12810662,0.17718111,0.10054284,0.284632,0.6266828,0.6233656,0.1169922,0.019732388,0.010806645,0.007421019,0.0015731193,C
0.03252439,0.12972094,0.15406288,0.12763254,0.088158205,0.12876233,0.17730926,0.10010664,0.28700203,0.63039106,0.61847687,0.115958,0.019583104,0.010544748,0.0076004355,0.0015063926,C
0.03433284,0.12850879,0.15511332,0.13138126,0.0902434,0.1344589,0.17504962,0.097800724,0.28071544,0.6354312,0.6164181,0.106931075,0.019902106,0.011011131,0.0074889367,0.0014704305,C
0.030940559,0.1330341,0.15542394,0.13512886,0.090383515,0.13629642,0.17547864,0.09769799,0.2844059,0.6283921,0.6189485,0.11143409,0.01964262,0.011194919,0.007245791,0.0016826718,C
0.028226608,0.13574338,0.1558855,0.14002746,0.09117505,0.13615797,0.17740959,0.10095245,0.28724116,0.6282752,0.61355734,0.11867613,0.019865727,0.010986611,0.0077735456,0.0014165128,C
0.030270187,0.13358365,0.15921287,0.13985242,0.091988124,0.1386056,0.17808846,0.09739104,0.29172286,0.6222705,0.61659056,0.119833924,0.020330206,0.01094437,0.0073770597,0.0018356063,C
0.028777044,0.13414264,0.16187954,0.14281042,0.09212121,0.13771376,0.1775509,0.09895143,0.29002407,0.61707693,0.62116814,0.12034352,0.019831892,0.011372133,0.0074542947,0.0015255301,C
0.03082854,0.13355562,0.16299549,0.14206125,0.09345769,0.13751334,0.1770558,0.09807503,0.2923851,0.6184455,0.6185844,0.12105757,0.020066325,0.011421835,0.007116949,0.0016316908,C
0.030761894,0.13513634,0.16237961,0.1452045,0.09524691,0.1391427,0.17931084,0.10043776,0.29051352,0.6172237,0.6179204,0.122072116,0.019613756,0.011601032,0.007455318,0.0015328691,C
0.03627404,0.12906323,0.16036394,0.1456526,0.09877111,0.13852301,0.18203099,0.098423325,0.28674924,0.61015505,0.6282747,0.11612561,0.02031068,0.011616039,0.0070948265,0.0015650352,C
0.038974334,0.12789974,0.15822469,0.14464273,0.100978956,0.138147,0.18625702,0.09889477,0.2782045,0.6088611,0.6331072,0.1135883,0.019834531,0.010907256,0.007885182,0.0013547229,C
0.04096731,0.12532604,0.15929809,0.14253716,0.10160448,0.13813914,0.18381613,0.09924963,0.27264214,0.6185614,0.62798077,0.10950012,0.019843,0.010769935,0.007999535,0.0013505707,C
